Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
6494,Poaceae,,Elymus,lanceolatus,(Scribn. & J. G. Sm.) Gould,psammophilus,(J. M. Gillett & H. Senn) Á. Löve,,,,Elymus lanceolatus subsp. psammophilus,Gene Pool,Tertiary,Triticum aestivum
6495,Poaceae,,Elymus,lanceolatus,(Scribn. & J. G. Sm.) Gould,riparius,(Scribn. & J. G. Sm.) Barkworth,,,,Elymus lanceolatus subsp. riparius,Gene Pool,Tertiary,Triticum aestivum
4697,Poaceae,Barnhart  nom. cons.,Elymus,longearistatus,(Boiss.) Tzvelev,,,,,,Elymus longearistatus,Gene Pool,Tertiary,Triticum aestivum
4698,Poaceae,Barnhart  nom. cons.,Elymus,macgregorii,R. E. Brooks & J. J. N. Campb.,,,,,,Elymus macgregorii,Gene Pool,Tertiary,Triticum aestivum
4699,Poaceae,Barnhart  nom. cons.,Elymus,macrochaetus,(Nevski) Tzvelev,,,,,,Elymus macrochaetus,Gene Pool,Tertiary,Triticum aestivum
4700,Poaceae,Barnhart  nom. cons.,Elymus,macrourus,(Turcz. ex Steud.) Tzvelev,,,,,,Elymus macrourus,Gene Pool,Tertiary,Triticum aestivum
4701,Poaceae,Barnhart  nom. cons.,Elymus,magellanicus,(E. Desv.) Á. Löve,,,,,,Elymus magellanicus,Gene Pool,Tertiary,Triticum aestivum
4702,Poaceae,Barnhart  nom. cons.,Elymus,multisetus,(J. G. Sm.) Burtt Davy,,,,,,Elymus multisetus,Gene Pool,Tertiary,Triticum aestivum
4703,Poaceae,Barnhart  nom. cons.,Elymus,mutabilis,(Drobow) Tzvelev,,,,,,Elymus mutabilis,Gene Pool,Tertiary,Triticum aestivum
6496,Poaceae,,Elymus,mutabilis,(Drobow) Tzvelev,mutabilis,,,,,Elymus mutabilis subsp. mutabilis,Gene Pool,Tertiary,Triticum aestivum
6497,Poaceae,,Elymus,mutabilis,(Drobow) Tzvelev,praecaespitosus,(Nevski) Tzvelev,,,,Elymus mutabilis subsp. praecaespitosus,Gene Pool,Tertiary,Triticum aestivum
4704,Poaceae,Barnhart  nom. cons.,Elymus,nakaii,(Kitag.) S. L. Chen,,,,,,Elymus nakaii,Gene Pool,Tertiary,Triticum aestivum
4705,Poaceae,Barnhart  nom. cons.,Elymus,nevskii,Tzvelev,,,,,,Elymus nevskii,Gene Pool,Tertiary,Triticum aestivum
4706,Poaceae,Barnhart  nom. cons.,Elymus,nipponicus,Jaaska,,,,,,Elymus nipponicus,Gene Pool,Tertiary,Triticum aestivum
4707,Poaceae,Barnhart  nom. cons.,Elymus,nutans,Griseb.,,,,,,Elymus nutans,Gene Pool,Tertiary,Triticum aestivum
4708,Poaceae,Barnhart  nom. cons.,Elymus,panormitanus,(Parl.) Tzvelev,,,,,,Elymus panormitanus,Gene Pool,Tertiary,Triticum aestivum
4709,Poaceae,Barnhart  nom. cons.,Elymus,patagonicus,Speg.,,,,,,Elymus patagonicus,Gene Pool,Tertiary,Triticum aestivum
